,table
tnfaip8,t1
tcof1,t1
txnl1,t1
tubb6,t1
tcf4,t1
txnl4a,t1
tshz1,t1
timm21,t1
tmx3,t1
tesmin,t1
tcirg1,t1
tbx10,t1
tbc1d10c,t1
tmem151a,t1
tsga10ip,t1
tigd3,t1
tm7sf2,t1
trmt112,t1
trpt1,t1
taf6l,t1
ttc9c,t1
tut1,t1
tmem258,t1
tmem216,t1
tmem138,t1
tkfc,t1
tmem132a,t1
tmem109,t1
tle4,t1
trpm6,t1
trpm3,t1
tjp2,t1
tmem252,t1
tnks2,t1
tbc1d12,t1
tctn3,t1
tm9sf3,t1
twnk,t1
tlx1,t1
trim8,t1
taf5,t1
tcf7l2,t1
trub1,t1
b3gat2,b
bag2,b
bend6,b
bivm,b
boll,b
bzw1,b
bmpr2,b
bard1,b
bcs1l,b
b3gnt7,b
bok,b
bcl2,b
btg2,b
b3galt2,b
bc034090,b
brinp2,b
bc055324,b
blzf1,b
b4galt3,b
brox,b
bpnt1,b
batf3,b
bend7,b
bmi1,b
bmyc,b
brd3os,b
brd3,b
bc005624,b
baz2b,b
b3galt1,b
bbs5,b
btbd18,b
bdnf,b
bmf,b
bub1b,b
bahd1,b
b2m,b
bloc1s6,b
blvra,b
bub1,b
bcl2l11,b
bmp2,b
btbd3,b
bfsp1,b
bcl2l1,b
bpifb2,b
bpifa6,b
bpifa2,b
bpifb1,b
bpifb5,b
bc029722,b
blcap,b
b4galt5,b
bcas1,b
bmp7,b
b630019k06rik,b
bcor,b
bcorl1,b
bgn,b
bcap31,b
brcc3,b
brwd3,b
btk,b
bhlhb9,b
bex2,b
bex4,b
bex1,b
bex3,b
bclaf3,b
bmx,b
bhlhe22,b
bbs7,b
bbs12,b
b3galnt1,b
bche,b
bglap3,b
bglap2,b
bglap,b
bnipl,b
bc028528,b
bola1,b
bcl9,b
bcas2,b
bcl2l15,b
bcar3,b
bdh2,b
bank1,b
bcl10,b
bach2,b
b4galt1,b
bag1,b
bspry,b
brinp1,b
bnc2,b
bsnd,b
btf3l4,b
bend5,b
btbd19,b
b4galt2,b
bmp8a,b
bsdc1,b
b3galt6,b
babam2,b
bloc1s4,b
bod1l,b
bst1,b
bend4,b
btc,b
bmp2k,b
bmp3,b
brdt,b
bicdl1,b
brap,b
bcl7a,b
b3gnt4,b
bri3bp,b
bud23,b
bcl7b,b
baz1b,b
brat1,b
bhlha15,b
bri3,b
baiap2l1,b
bud31,b
b3glct,b
brca2,b
bet1,b
bmt2,b
bpgm,b
braf,b
bola3,b
bhlhe40,b
brpf1,b
brk1,b
bms1,b
b4galnt3,b
bcl2l13,b
bid,b
bc035044,b
bcl2l14,b
borcs5,b
bc049715,b
bcat1,b
bhlhe41,b
bicd1,b
brsk1,b
bicra,b
bbc3,b
bloc1s3,b
bcam,b
bcl3,b
b3gnt8,b
bckdha,b
b9d2,b
bc024978,b
blvrb,b
bcl2l12,b
bax,b
bcat2,b
blm,b
btbd1,b
b3gnt6,b
bc051019,b
btbd10,b
bola2,b
bcl7c,b
bckdk,b
bag3,b
btbd16,b
bub3,b
bccip,b
bnip3,b
bet1l,b
b4galnt4,b
bclaf1,b
bend3,b
bicc1,b
bcr,b
bsg,b
btbd2,b
bc025920,b
bc024063,b
bpifc,b
btg1,b
bbs10,b
b4galnt1,b
baz2a,b
bloc1s1,b
bag4,b
brf2,b
borcs8,b
babam1,b
bst2,b
b3gnt3,b
best2,b
brd7,b
bbs2,b
bean1,b
b3gnt9,b
bcar1,b
banp,b
bap1,b
btd,b
bmpr1a,b
bmp4,b
bcl2l2,b
blk,b
bnip3l,b
bin3,b
bmp1,b
bora,b
birc2,b
birc3,b
bbs9,b
bmper,b
barx2,b
bcl9l,b
bace1,b
bud13,b
bco2,b
bbs4,b
bnip2,b
bmp5,b
bckdhb,b
bcl2a1d,b
bcl2a1a,b
bcl2a1b,b
bfsp2,b
bsn,b
bcl2a1c,b
b3gnt2,b
bcl11a,b
bod1,b
btnl9,b
bc049762,b
b9d1,b
borcs6,b
bcl6b,b
blmh,b
bcas3,b
brip1,b
b4galnt2,b
b230217c12rik,b
becn1,b
brca1,b
bptf,b
birc5,b
baiap2,b
bahcc1,b
b3gntl1,b
b3galnt2,b
btn2a2,b
bc005537,b
bphl,b
bmp6,b
bloc1s5,b
bicd2,b
b4galt7,b
b230219d22rik,b
brd9,b
bhmt,b
btf3,b
bdp1,b
bc147527,b
bcap29,b
bzw2,b
baz1a,b
brms1l,b
bbof1,b
batf,b
btbd7,b
bdkrb2,b
bdkrb1,b
bcl11b,b
begain,b
bag5,b
brf1,b
btbd6,b
brix1,b
basp1,b
bc024139,b
bop1,b
baiap2l2,b
bik,b
brd1,b
bcdin3d,b
bin2,b
bfar,b
b3gnt5,b
bcl6,b
bdh1,b
bex6,b
b4galt4,b
boc,b
btla,b
bc016579,b
bbx,b
btg3,b
bach1,b
brwd1,b
b3galt5,b
bace2,b
b230307c23rik,b
bicdl2,b
bricd5,b
baiap3,b
bnip1,b
bak1,b
brpf3,b
bc004004,b
btbd9,b
brd4,b
b3galt4,b
brd2,b
btnl2,b
btnl1,b
bag6,b
bicral,b
bysl,b
b430306n03rik,b
birc6,b
bambi,b
b4galt6,b
bin1,b
brd8,b
bc031181,b
bbs1,b
b4gat1,b
brms1,b
banf1,b
batf2,b
bad,b
bscl2,b
b3gat3,b
best1,b
btaf1,b
blnk,b
bloc1s2,b
btrc,b
borcs7,b
bbip1,b
barcode,b
ogfrl1,o
ormdl1,o
osgepl1,o
orc2,o
obsl1,o
otos,o
optc,o
olfml2b,o
opn3,o
optn,o
otud1,o
olfm1,o
odf2,o
olfml2a,o
orc4,o
ola1,o
osbpl6,o
oip5,o
ovol2,o
oser1,o
ocstamp,o
osbpl2,o
ogfr,o
otud5,o
ocrl,o
ophn1,o
ogt,o
ofd1,o
oaz3,o
otud7b,o
olfml3,o
ovgp1,o
ostc,o
odf2l,o
otud6b,o
osgin2,o
orc3,o
orm1,o
oma1,o
orc1,o
osbpl9,o
oscp1,o
oprd1,o
otud3,o
orc5,o
otof,o
ost4,o
ociad1,o
ociad2,o
odam,o
oasl2,o
oasl1,o
oas2,o
oas3,o
oas1c,o
oas1g,o
oas1a,o
orai1,o
ogfod2,o
orai2,o
osbpl3,o
ogg1,o
olr1,o
opa3,o
ovol3,o
omp,o
olfml1,o
otoa,o
orai3,o
oat,o
osbpl5,o
oprm1,o
ostm1,o
oit3,o
onecut3,o
oaz1,o
otogl,o
osbpl8,o
os9,o
ormdl2,o
ocel1,o
otud4,o
orc6,o
ogfod1,o
osgin1,o
oxsm,o
oxnad1,o
osgep,o
oxa1l,o
olfm4,o
olfm2,o
opcml,o
oaf,o
odf3l1,o
oaz2,o
ooep,o
osbpl10,o
oxsr1,o
osbp2,o
osm,o
ogdh,o
obscn,o
ovca2,o
omg,o
osbpl7,o
ormdl3,o
oxld1,o
ogfod3,o
omd,o
ogn,o
ocln,o
osr1,o
odc1,o
otub2,o
oxct1,o
osmr,o
otulin,o
osr2,o
oxr1,o
oplah,o
odf3b,o
opa1,o
osbpl11,o
olig2,o
olig1,o
oard1,o
osbpl1a,o
onecut2,o
otub1,o
oosp2,o
oosp1,o
osbp,o
ostf1,o
opalin,o
atp6v1h,a0
adhfe1,a0
arfgef1,a0
a830018l16rik,a0
arhgef4,a0
arid5a,a0
ankrd23,a0
ankrd39,a0
actr1b,a0
aff3,a0
ai597479,a0
asnsd1,a0
ankrd44,a0
aox1,a0
aox3,a0
aox4,a0
aox2,a0
als2,a0
abi2,a0
adam23,a0
akr1cl,a0
acadl,a0
atic,a0
arpc2,a0
aamp,a0
abcb6,a0
atg9a,a0
ankzf1,a0
a630095n17rik,a0
acsl3,a0
ap1s3,a0
agfg1,a0
a030005l19rik,a0
a530032d15rik,a0
a630001g21rik,a0
armc9,a0
akp3,a0
atg16l1,a0
arl4c,a0
agap1,a0
ackr3,a0
asb1,a0
ankmy1,a0
ano7,a0
atg4b,a0
actr3,a0
aa986860,a0
atp2b4,a0
adora1,a0
adipor1,a0
arl8a,a0
aspm,a0
arpc5,a0
acbd6,a0
axdnd1,a0
abl2,a0
angptl1,a0
astn1,a0
atp1b1,a0
aldh9a1,a0
atf6,a0
apoa2,a0
adamts4,a0
arhgap30,a0
alyref2,a0
atp1a2,a0
ackr1,a0
aim2,a0
akt3,a0
adss,a0
ahctf1,a0
acbd3,a0
aida,a0
angel2,a0
atf3,a0
a130010j15rik,a0
acbd7,a0
atp5c1,a0
ankrd16,a0
arl5b,a0
armc3,a0
arhgap21,a0
apbb1ip,a0
abi1,a0
acbd5,a0
arrdc1,a0
anapc2,a0
abca2,a0
agpat2,a0
adamts13,a0
adamtsl2,a0
ak8,a0
asb6,a0
ass1,a0
abl1,a0
aif1l,a0
ak1,a0
angptl2,a0
ai182371,a0
arpc5l,a0
arhgap15,a0
acvr2a,a0
arl5a,a0
arl6ip6,a0
acvr1c,a0
acvr1,a0
atf2,a0
atp5g3,a0
agps,a0
aplnr,a0
agbl2,a0
acp2,a0
arfgap2,a0
arhgap1,a0
atg13,a0
ambra1,a0
alx4,a0
accs,a0
alkbh3,a0
api5,a0
apip,a0
abtb2,a0
arl14ep,a0
aven,a0
arhgap11a,a0
aqr,a0
adal,a0
aa467197,a0
atp8b4,a0
ap4e1,a0
astl,a0
adra2b,a0
acoxl,a0
anapc1,a0
atrn,a0
adam33,a0
ap5s1,a0
apmap,a0
acss1,a0
abhd12,a0
angpt4,a0
asxl1,a0
a,a0
ahcy,a0
acss2,a0
aar2,a0
adig,a0
actr5,a0
ada,a0
acot8,a0
arfgef2,a0
adnp,a0
atp9a,a0
aurka,a0
atp5e,a0
adrm1,a0
arfgap1,a0
arfrp1,a0
abhd16b,a0
atp6ap2,a0
araf,a0
akap17b,a0
apln,a0
aifm1,a0
arhgef6,a0
atp11c,a0
aff2,a0
abcd1,a0
arhgap4,a0
atp6ap1,a0
arx,a0
au015836,a0
apoo,a0
arhgef9,a0
amer1,a0
ar,a0
awat2,a0
abcb7,a0
atrx,a0
atp7a,a0
apool,a0
armcx4,a0
armcx1,a0
armcx6,a0
armcx3,a0
armcx2,a0
armcx5,a0
arxes2,a0
arxes1,a0
atg4a,a0
acsl4,a0
ammecr1,a0
alg13,a0
amot,a0
apex2,a0
acot9,a0
adgrg2,a0
ap1s2,a0
ace2,a0
asb11,a0
arhgap6,a0
amelx,a0
armc1,a0
actrt3,a0
actl6a,a0
atp11b,a0
acad9,a0
anxa5,a0
ankrd50,a0
abhd18,a0
alg5,a0
ankub1,a0
arhgef26,a0
arl14,a0
arfip1,a0
arhgef11,a0
arhgef2,a0
ash1l,a0
adam15,a0
adar,a0
atp8b2,a0
anxa9,a0
arnt,a0
adamtsl4,a0
aph1a,a0
anp32e,a0
ankrd34a,a0
ankrd35,a0
acp6,a0
adam30,a0
atp1a1,a0
ampd1,a0
atg4a-ps,a0
ap4b1,a0
adora3,a0
alx3,a0
ahcyl1,a0
ampd2,a0
amigo1,a0
atxn7l2,a0
amy1,a0
agl,a0
alg14,a0
abcd3,a0
arhgap29,a0
abca4,a0
arsj,a0
ank2,a0
alpk1,a0
ap1ar,a0
aimp1,a0
arhgef38,a0
adh1,a0
adh4,a0
adh5,a0
adgrl2,a0
adgrl4,a0
ak5,a0
acadm,a0
ankrd13c,a0
asph,a0
atp6v0d2,a0
ankrd6,a0
akirin2,a0
aco1,a0
aptx,a0
aqp7,a0
aqp3,a0
atp8b5,a0
arhgef39,a0
aldh1b1,a0
anp32b,a0
anks6,a0
alg2,a0
abca1,a0
alad,a0
akna,a0
atp6v1g1,a0
astn2,a0
adamtsl1,a0
acer2,a0
angptl3,a0
atg4c,a0
alg6,a0
ak4,a0
acot11,a0
atpaf1,a0
akr1a1,a0
atp6v0b,a0
artn,a0
au022252,a0
akirin1,a0
ago3,a0
ago1,a0
ago4,a0
au040320,a0
a3galt2,a0
azin2,a0
ak2,a0
adgrb2,a0
atpif1,a0
ahdc1,a0
arid1a,a0
aunip,a0
asap3,a0
alpl,a0
akr7a5,a0
aldh4a1,a0
arhgef10l,a0
atp13a2,a0
arhgef19,a0
agtrap,a0
angptl7,a0
acot7,a0
a430005l14rik,a0
arhgef16,a0
atad3a,a0
aurkaip1,a0
acap3,a0
agrn,a0
ankib1,a0
akap9,a0
adam22,a0
abcb1a,a0
abcb1b,a0
abcb4,a0
armc10,a0
atg9b,a0
abcb8,a0
asic3,a0
agap3,a0
asb10,a0
abcf2,a0
actr3b,a0
adgrf3,a0
agbl5,a0
atraid,a0
add1,a0
acox3,a0
ablim2,a0
afap1,a0
adgra3,a0
anapc4,a0
arap2,a0
apbb2,a0
atp8a1,a0
aasdh,a0
adgrl3,a0
adamts3,a0
ankrd17,a0
afp,a0
areg,a0
art3,a0
anxa3,a0
antxr2,a0
abraxas1,a0
arhgap24,a0
aff1,a0
abcg3,a0
atp5k,a0
ankle2,a0
asphd2,a0
alkbh2,a0
acacb,a0
ankrd13a,a0
acads,a0
adam1a,a0
aldh2,a0
acad12,a0
acad10,a0
atxn2,a0
arpc3,a0
anapc7,a0
atp2a2,a0
anapc5,a0
abcb9,a0
arl6ip4,a0
atp6v0a2,a0
aacs,a0
adgrd1,a0
asl,a0
auts2,a0
abhd11,a0
alkbh4,a0
ap1s1,a0
ache,a0
agfg2,a0
azgp1,a0
ap4m1,a0
a430033k04rik,a0
adap1,a0
amz1,a0
ap5z1,a0
actb,a0
ankrd61,a0
aimp2,a0
arpc1a,a0
arpc1b,a0
atp5j2,a0
alox5ap,a0
asb4,a0
asns,a0
aass,a0
arf5,a0
atp6v1f,a0
ahcyl2,a0
akr1b3,a0
akr1b8,a0
akr1b10,a0
agbl3,a0
atp6v0a4,a0
adck2,a0
agk,a0
arhgef5,a0
atp6v0e2,a0
ai854703,a0
aoc1,a0
aqp1,a0
adcyap1r1,a0
avl9,a0
abcg2,a0
atoh8,a0
aup1,a0
actg2,a0
atp6v1b1,a0
alms1,a0
asprv1,a0
anxa4,a0
aak1,a0
antxr1,a0
arhgap25,a0
aplf,a0
abtb1,a0
aldh1l1,a0
adamts9,a0
arl6ip5,a0
arl8b,a0
arpc4,a0
atp2b2,a0
atg7,a0
alox5,a0
ankrd26,a0
adipor2,a0
atp6v1e1,a0
a2m,a0
aicda,a0
apobec1,a0
atn1,a0
acrbp,a0
a2ml1,a0
a630073d07rik,a0
apold1,a0
atf7ip,a0
art4,a0
arhgdib,a0
aebp2,a0
abcc9,a0
arntl2,a0
amn1,a0
arhgap35,a0
ap2s1,a0
apoc4,a0
apoc1,a0
apoe,a0
arhgef1,a0
atp1a3,a0
axl,a0
akt2,a0
actn4,a0
alkbh6,a0
aplp1,a0
arhgap33,a0
atp4a,a0
ankrd27,a0
ai987944,a0
aw146154,a0
atf5,a0
akt1s1,a0
ap2a1,a0
aldh16a1,a0
abcc8,a0
atp10a,a0
apba2,a0
aldh1a3,a0
asb7,a0
adamts17,a0
arrdc4,a0
akap13,a0
agbl1,a0
aen,a0
abhd2,a0
anpep,a0
ap3s2,a0
arpin,a0
alpk3,a0
adamtsl3,a0
abhd17c,a0
arnt2,a0
ankrd42,a0
alg8,a0
aamdc,a0
aqp11,a0
acer3,a0
arrb1,a0
arhgef17,a0
atg16l2,a0
arap1,a0
art2b,a0
anapc15,a0
art5,a0
art1,a0
apbb1,a0
arfip2,a0
akip1,a0
ascl3,a0
adm,a0
ampd3,a0
arntl,a0
arl6ip1,a0
arhgap17,a0
atp2a1,a0
atxn2l,a0
apobr,a0
aldoa,a0
asphd1,a0
ai467606,a0
armc5,a0
ate1,a0
acadsb,a0
abraxas2,a0
adam12,a0
adam8,a0
ap2a2,a0
ascl2,a0
ano1,a0
akap12,a0
armt1,a0
adgb,a0
adat2,a0
aig1,a0
adgrg6,a0
abracl,a0
arfgef3,a0
ahi1,a0
aldh8a1,a0
arg1,a0
akap7,a0
arhgap18,a0
amd2,a0
amd1,a0
ak9,a0
armc2,a0
afg1l,a0
atg5,a0
ascc3,a0
asf1a,a0
anapc16,a0
ascc1,a0
adamts14,a0
aifm2,a0
ado,a0
arid5b,a0
ank3,a0
adora2a,a0
adarb1,a0
aire,a0
agpat3,a0
arid3a,a0
abca7,a0
arhgap45,a0
atp5d,a0
apc2,a0
adamtsl5,a0
atp8b3,a0
abhd17a,a0
adat3,a0
ap3d1,a1
amh,a1
atcay,a1
apba3,a1
ankrd24,a1
au041133,a1
aldh1l2,a1
appl2,a1
ascl4,a1
ascl1,a1
arl1,a1
actr6,a1
anks1b,a1
apaf1,a1
amdhd1,a1
atp2b1,a1
acss3,a1
atxn7l3b,a1
avpr1a,a1
atp23,a1
avil,a1
agap2,a1
arhgef25,a1
arhgap9,a1
atp5b,a1
apof,a1
ankrd52,a1
arhgef18,a1
arglu1,a1
abhd13,a1
ankrd10,a1
arhgef7,a1
atp11a,a1
arhgef10,a1
angpt2,a1
agpat5,a1
ay761185,a1
atp7b,a1
alg11,a1
ap3m2,a1
ank1,a1
adam3,a1
adam5,a1
adam9,a1
ash2l,a1
adgra2,a1
ai429214,a1
asah1,a1
ankrd37,a1
acsl1,a1
aga,a1
asb5,a1
atp6v1b2,a1
atp13a1,a1
armc6,a1
arrdc2,a1
ankle1,a1
abhd8,a1
ano8,a1
ap1m1,a1
arhgap10,a1
abce1,a1
anapc10,a1
adgre5,a1
adgrl1,a1
asf1b,a1
adcy7,a1
aktip,a1
amfr,a1
arl2bp,a1
adgrg5,a1
adgrg1,a1
adgrg3,a1
atp6v0d1,a1
agrp,a1
acd,a1
atxn1l,a1
ap1g1,a1
aars,a1
adat1,a1
adamts18,a1
atmin,a1
atp2c2,a1
aprt,a1
acsf3,a1
ankrd11,a1
afg3l1,a1
acta1,a1
abcb10,a1
agt,a1
arv1,a1
abhd6,a1
atxn7,a1
anxa7,a1
ap3m1,a1
adk,a1
anxa11,a1
arf4,a1
appl1,a1
arhgef3,a1
actr8,a1
ankrd28,a1
arhgap22,a1
anxa8,a1
atg14,a1
ap5m1,a1
apex1,a1
ang,a1
ang2,a1
arhgef40,a1
abhd4,a1
ajuba,a1
acin1,a1
ap1g2,a1
adcy4,a1
atp8a2,a1
amer2,a1
arl11,a1
adra1a,a1
adamdec1,a1
adam28,a1
akap11,a1
acod1,a1
abcc4,a1
alkbh8,a1
aasdhppt,a1
arhgap42,a1
amotl1,a1
ankrd49,a1
angptl6,a1
atg4d,a1
ap1m2,a1
ab124611,a1
acp5,a1
anln,a1
acad8,a1
adamts15,a1
adamts8,a1
aplp2,a1
arhgap32,a1
aw551984,a1
arhgef12,a1
arcn1,a1
atp5l,a1
apoa1,a1
apoa4,a1
alg9,a1
arhgap20,a1
atm,a1
acat1,a1
acsbg1,a1
ay074887,a1
arid3b,a1
adpgk,a1
arih1,a1
anp32a,a1
aagab,a1
aph1b,a1
aph1c,a1
anxa2,a1
adam10,a1
aqp9,a1
aldh1a2,a1
arpp19,a1
adamts7,a1
atr,a1
atp1b3,a1
armc8,a1
anapc13,a1
amotl2,a1
acad11,a1
ackr4,a1
acpp,a1
aste1,a1
atp2c1,a1
alas1,a1
acy1,a1
abhd14a,a1
abhd14b,a1
amigo3,a1
apeh,a1
amt,a1
arih2,a1
atrip,a1
als2cl,a1
arpp21,a1
azi2,a1
acaa1b,a1
acaa1a,a1
acvr2b,a1
ackr2,a1
ano10,a1
abhd5,a1
ascc2,a1
ap1b1,a1
ankrd36,a1
aebp1,a1
abca13,a1
actr2,a1
aftph,a1
ahsa2,a1
acyp2,a1
asb3,a1
atp10b,a1
adra1b,a1
adam19,a1
adamts2,a1
aff4,a1
anxa6,a1
atox1,a1
arf1,a1
atpaf2,a1
alkbh5,a1
aldh3a1,a1
aldh3a2,a1
akap10,a1
adora2b,a1
arhgap44,a1
adprm,a1
arhgef15,a1
aurkb,a1
aloxe3,a1
alox8,a1
atp1b2,a1
acap1,a1
acadvl,a1
asgr1,a1
asgr2,a1
alox12,a1
alox12e,a1
alox15,a1
arrb2,a1
aipl1,a1
ankfy1,a1
atp2a3,a1
aspa,a1
abr,a1
ankrd13b,a1
abhd15,a1
aldoc,a1
atad5,a1
adap2,a1
ap2b1,a1
acaca,a1
aatf,a1
appbp2,a1
akap1,a1
ankrd40,a1
abcc3,a1
acsf2,a1
abi3,a1
atp5g1,a1
arhgap23,a1
arl5c,a1
acly,a1
atp6v0a1,a1
aoc2,a1
aoc3,a1
aarsd1,a1
arl4d,a1
asb16,a1
atxn7l3,a1
adam11,a1
acbd4,a1
arhgap27,a1
arf2,a1
ace,a1
axin2,a1
amz2,a1
arsg,a1
abca8b,a1
abca8a,a1
abca9,a1
abca6,a1
abca5,a1
atp5h,a1
armc7,a1
acox1,a1
afmid,a1
aatk,a1
actg1,a1
arl16,a1
arhgdia,a1
alyref,a1
anapc11,a1
aspscr1,a1
asb13,a1
akr1c14,a1
akr1c18,a1
akr1c13,a1
akr1c19,a1
akr1c12,a1
akr1e1,a1
adarb2,a1
actn2,a1
arid4b,a1
aw209491,a1
amph,a1
aoah,a1
ak157302,a1
abt1,a1
acot13,a1
aldh5a1,a1
agtr1a,a1
adtrp,a1
atxn1,a1
aspn,a1
auh,a1
arl10,a1
agtpbp1,a1
adcy2,a1
adamts16,a1
ahrr,a1
arsk,a1
arrdc3,a1
adgrv1,a1
atg10,a1
arsb,a1
ap3b1,a1
aggf1,a1
arhgef28,a1
ankra2,a1
ak6,a1
adamts6,a1
ankrd55,a1
arl15,a1
asxl2,a1
adcy3,a1
atad2b,a1
atp6v1c2,a1
asap2,a1
adam17,a1
adi1,a1
alkal2,a1
acp1,a1
atxn7l1,a1
ahr,a1
agr2,a1
ankmy2,a1
agmo,a1
arl4a,a1
ap4s1,a1
arhgap5,a1
akap6,a1
arf6,a1
atl1,a1
actr10,a1
arid4a,a1
akap5,a1
atp6v1d,a1
arg2,a1
actn1,a1
adam4,a1
acot2,a1
acot1,a1
acot4,a1
acot6,a1
aldh6a1,a1
abcd4,a1
arel1,a1
acyp1,a1
angel1,a1
ahsa1,a1
alkbh1,a1
adck1,a1
atxn3,a1
asb2,a1
atg2b,a1
ak7,a1
ankrd9,a1
amn,a1
aspg,a1
adssl1,a1
akt1,a1
ahnak2,a1
amacr,a1
adamts12,a1
ank,a1
ankrd33b,a1
ankrd46,a1
azin1,a1
atp6v1c1,a1
abra,a1
angpt1,a1
aard,a1
atad2,a1
asap1,a1
adcy8,a1
ago2,a1
arc,a1
adck5,a1
arhgap39,a1
apol6,a1
apol7a,a1
apol9a,a1
apol7b,a1
apol10a,a1
apol11a,a1
apol7c,a1
apol10b,a1
apol11b,a1
apol7e,a1
apol9b,a1
apol8,a1
ankrd54,a1
apobec3,a1
atf4,a1
adsl,a1
aco2,a1
a4galt,a1
arfgap3,a1
arhgap8,a1
atxn10,a1
alg12,a1
adm2,a1
arsa,a1
acr,a1
alg10b,a1
abcd2,a1
adamts20,a1
ano6,a1
arid2,a1
amigo2,a1
asb8,a1
adcy6,a1
arf3,a1
aqp5,a1
asic1,a1
atf1,a1
acvrl1,a1
acvr1b,a1
atg101,a1
aaas,a1
amhr2,a1
atf7,a1
atp5g2,a1
adcy9,a1
anks3,a1
au021092,a1
alg1,a1
abat,a1
atf7ip2,a1
abcc1,a1
aifm3,a1
arvcf,a1
a930003a15rik,a1
abcc5,a1
ap2m1,a1
abcf3,a1
alg3,a1
ahsg,a1
adipoq,a1
atp13a3,a1
acap2,a1
apod,a1
adcy5,a1
adprh,a1
arhgap31,a1
atp6v1a,a1
atg3,a1
abhd10,a1
alcam,a1
abi3bp,a1
adgrg7,a1
arl6,a1
arl13b,a1
atp5j,a1
app,a1
adamts1,a1
adamts5,a1
a630089n07rik,a1
arid1b,a1
agpat4,a1
acat3,a1
acat2,a1
afdn,a1
amdhd2,a1
atp6v0c,a1
abca17,a1
abca3,a1
axin1,a1
arhgdig,a1
atp6v0e,a1
anks1,a1
abcg1,a1
akap8,a1
akap8l,a1
adamts10,a1
angptl4,a1
ager,a1
agpat1,a1
atf6b,a1
abhd16a,a1
aif1,a1
atp6v1g2,a1
atat1,a1
abcf1,a1
adgrf5,a1
ankrd66,a1
aars2,a1
abcc10,a1
ai661453,a1
a530064d06rik,a1
apobec2,a1
adgre4,a1
alkbh7,a1
adgre1,a1
ankrd12,a1
arhgap28,a1
atl2,a1
arhgef33,a1
arhgap12,a1
abhd3,a1
ankrd29,a1
aqp4,a1
asxl3,a1
aw554918,a1
ammecr1l,a1
apc,a1
ankhd1,a1
arap3,a1
atg12,a1
ap3s1,a1
aldh7a1,a1
arsi,a1
arhgef37,a1
afap1l1,a1
ablim3,a1
adrb2,a1
apcdd1,a1
atp8b1,a1
alpk2,a1
afg3l2,a1
acaa2,a1
atp5a1,a1
adnp2,a1
atp9b,a1
aldh3b1,a1
aldh3b2,a1
acy3,a1
aip,a1
ankrd13d,a1
ai837181,a1
ap5b1,a1
arl2,a1
atg2a,a1
atl3,a1
ahnak,a1
asrgl1,a1
anxa1,a1
aldh1a1,a1
aldh1a7,a1
abhd17b,a1
apba1,a1
ak3,a1
asah2,a1
atad1,a1
ankrd22,a1
acta2,a1
ankrd1,a1
aldh18a1,a1
arhgap19,a1
ankrd2,a1
avpi1,a1
abcc2,a1
actr1a,a1
arl3,a1
as3mt,a1
add3,a1
adra2a,a1
acsl5,a1
adrb1,a1
afap1l2,a1
ablim1,a1
atrnl1,a1
pcmtd1,p0
ppp1r42,p0
prex2,p0
pi15,p0
paqr8,p0
phf3,p0
ptp4a1,p0
prim2,p0
ptpn18,p0
plekhb2,p0
pdcl3,p0
pms1,p0
pgap1,p0
plcl1,p0
ppil3,p0
pard3b,p0
plekhm3,p0
pikfyve,p0
pecr,p0
pnkd,p0
plcd4,p0
ptprn,p0
pid1,p0
psmd1,p0
ptma,p0
pde6d,p0
per2,p0
pask,p0
ppp1r7,p0
pdcd1,p0
ppip5k2,p0
pam,p0
pign,p0
phlpp1,p0
ptpn4,p0
pfkfb2,p0
pigr,p0
pm20d1,p0
pik3c2b,p0
ppp1r15b,p0
plekha6,p0
prelp,p0
ppfia4,p0
ppp1r12b,p0
ptpn7,p0
phlda3,p0
pkp1,p0
ptprc,p0
pla2g4a,p0
ptgs2,p0
prg4,p0
pappa2,p0
prdx6,p0
pigc,p0
prrc2c,p0
prrx1,p0
pou2f1,p0
pogk,p0
pbx1,p0
pcp4l1,p0
ppox,p0
pfdn2,p0
pex19,p0
pea15a,p0
pigm,p0
pld5,p0
psen2,p0
parp1,p0
pycr2,p0
ptpn14,p0
prox1,p0
ppp2r5a,p0
plxna2,p0
prpf18,p0
phyh,p0
proser2,p0
prkcq,p0
pfkfb3,p0
pter,p0
plxdc2,p0
pip4k2a,p0
pdss1,p0
psd4,p0
pax8,p0
pnpla7,p0
paxx,p0
ptgds,p0
phpt1,p0
pmpca,p0
ppp1r26,p0
pkn3,p0
phyhd1,p0
ptpa,p0
prrx2,p0
ptges,p0
plpp7,p0
prrc2b,p0
pomt1,p0
ptges2,p0
ptrh1,p0
pbx3,p0
psmd5,p0
phf19,p0
ptgs1,p0
pdcl,p0
psmb7,p0
ppp6c,p0
prpf40a,p0
pkp4,p0
pla2r1,p0
psmd14,p0
ppig,p0
phospho2,p0
pdk1,p0
pde11a,p0
prkra,p0
pjvk,p0
plekha3,p0
ppp1r1c,p0
pde1a,p0
prdx6b,p0
prg2,p0
prg3,p0
p2rx3,p0
ptprj,p0
psmc3,p0
pacsin3,p0
phf21a,p0
pex16,p0
prdm11,p0
prr5l,p0
pamr1,p0
pdhx,p0
prrg4,p0
pak6,p0
plcb2,p0
pla2g4b,p0
pla2g4d,p0
pla2g4f,p0
ppip5k1,p0
pdia3,p0
patl2,p0
prom2,p0
polr1b,p0
pdyn,p0
pced1a,p0
ptpra,p0
